"codigo";"instituicao";"municipio";"uf"
"000615";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS PROFESSORA NAIR FORTES ABU-MERHY (FAFI - PRONAFOR)";"Além Paraíba";"MG"
"000192";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES (FFCLSM)";"Rio de Janeiro";"RJ"
"000824";"FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA (FAFICH)";"Goiatuba";"GO"
"002389";"FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI (FFTP)";"Mogi das Cruzes";"SP"
"000614";"FACULDADE DE FILOSOFIA SANTA DOROTÉIA (FFSD)";"Nova Friburgo";"RJ"
"000072";"FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL (FAMASUL)";"Palmares";"PE"
"000703";"FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA (FAFOPA)";"Araripina";"PE"
"000657";"FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA (FAFOPST)";"Serra Talhada";"PE"
"000455";"FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO (FAFOPEE)";"Camaquã";"RS"
"002240";"FACULDADE DE FORTALEZA (FAFOR)";"Fortaleza";"CE"
"003793";"FACULDADE DE FRUTAL (FAF)";"Frutal";"MG"
"019952";"FACULDADE DE GESTAO E NEGOCIOS DE CACHOEIRINHA (FGN CACHOEIRINH)";"Cachoeirinha";"RS"
"015526";"FACULDADE DE GESTAO E NEGOCIOS DE FORTALEZA (FGNF)";"Fortaleza";"CE"
"019956";"FACULDADE DE GESTAO E NEGOCIOS DE JOAO PESSOA (FGN JOAO PESSOA)";"João Pessoa";"PB"
"019951";"FACULDADE DE GESTAO E NEGOCIOS DE MACEIO (FGN MACEIO)";"Maceió";"AL"
"019957";"FACULDADE DE GESTAO E NEGOCIOS DE PARNAMIRIM (FGN PARNAMIRIM)";"Parnamirim";"RN"
"014996";"FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR (FGN)";"Salvador";"BA"
"019958";"FACULDADE DE GESTAO E NEGOCIOS DE TERESINA (FGN TERESINA)";"Teresina";"PI"
"021556";"FACULDADE DE GOIANA (FAG)";"Goiana";"PE"
"001724";"FACULDADE DE GUARARAPES (FAG)";"Guararapes";"SP"
"002530";"FACULDADE DE GUARULHOS (FAG)";"Guarulhos";"SP"
"001857";"FACULDADE DEHONIANA (DEHONIANA)";"Taubaté";"SP"
"000886";"FACULDADE DE HORTOLÂNDIA (FACH)";"Hortolândia";"SP"
"001449";"FACULDADE DE IBAITI (FEATI)";"Ibaiti";"PR"
"003027";"FACULDADE DE IBIPORÃ";"Ibiporã";"PR"
"001831";"FACULDADE DE IBITINGA (FAIB)";"Ibitinga";"SP"
"002549";"FACULDADE DE IBIÚNA";"Ibiúna";"SP"
"001562";"FACULDADE DE ILHA SOLTEIRA (FAISA)";"Ilha Solteira";"SP"
"001717";"FACULDADE DE IMPERATRIZ WYDEN (FACIMP WYDEN)";"Imperatriz";"MA"
"020410";"Faculdade de Indiara (FAIND)";"Indiara";"GO"
"002779";"FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE (FIOURO)";"Ouro Preto do Oeste";"RO"
"001706";"FACULDADE DE INFORMÁTICA DO RECIFE (FACIR)";"Olinda";"PE"
"000852";"FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA (FIAP)";"São Paulo";"SP"
"001324";"FACULDADE DE INFORMÁTICA LEMOS DE CASTRO (FILC)";"Rio de Janeiro";"RJ"
"004259";"FACULDADE DE INHUMAS - FAC-MAIS (FACMAIS)";"Inhumas";"GO"
"021487";"FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CAMPO GRANDE";"Campo Grande";"MS"
"018726";"FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CURITIBA (FAC-CESUMAR)";"Curitiba";"PR"
"018716";"FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA (FAC-CESUMAR)";"Londrina";"PR"
"018714";"FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA (FAC-CESUMAR)";"Ponta Grossa";"PR"
"002478";"FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL (FISUL)";"Garibaldi";"RS"
"003881";"FACULDADE DE INTEGRAÇÃO DO SERTÃO (FIS)";"Serra Talhada";"PE"
"002796";"FACULDADE DE IPORÁ (FAI)";"Iporá";"GO"
"002079";"FACULDADE DE ITAITUBA (FAI)";"Itaituba";"PA"
"004028";"FACULDADE DE ITAPECERICA DA SERRA (FIT)";"Itapecerica da Serra";"SP"
"002861";"FACULDADE DE ITAPETININGA (FI)";"Itapetininga";"SP"
"001279";"FACULDADE DE ITÁPOLIS - FACITA (FACITA)";"Itápolis";"SP"
"001832";"FACULDADE DE JABOTICABAL (FAJAB)";"Jaboticabal";"SP"
"003743";"FACULDADE DE JACAREÍ";"Jacareí";"SP"
"000299";"FACULDADE DE JANDAIA DO SUL (FAFIJAN)";"Jandaia do Sul";"PR"
"003411";"FACULDADE DE JANDIRA";"Jandira";"SP"
"003803";"FACULDADE DE JAÚ";"Jaú";"SP"
"000339";"FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT)";"João Pessoa";"PB"
"001765";"FACULDADE DE JOSÉ BONIFÁCIO (FJB)";"José Bonifácio";"SP"
"002593";"FACULDADE DE JUAZEIRO DO NORTE (FJN)";"Juazeiro do Norte";"CE"
"004598";"FACULDADE DE JUNDIAÍ";"Jundiaí";"SP"
"003302";"FACULDADE DE JUNQUEIRÓPOLIS (ISEJ)";"Junqueirópolis";"SP"
"001067";"FACULDADE DE JUSSARA (FAJ)";"Jussara";"GO"
"004669";"FACULDADE DELTA (FACULDADE DELTA)";"Goiânia";"GO"
"003034";"FACULDADE DELTA (FACDELTA)";"Salvador";"BA"
"000973";"FACULDADE DE LUCÉLIA";"Lucélia";"SP"
"002773";"FACULDADE DE MACAPÁ";"Macapá";"AP"
"013938";"FACULDADE DE MARÍLIA (FAMAR)";"Marília";"SP"
"012946";"FACULDADE DE MATO GROSSO (FAMAT)";"Cuiabá";"MT"
"001804";"FACULDADE DE MAUÁ - FAMA (FAMA)";"Mauá";"SP"
"003226";"FACULDADE DE MEDICINA (ITPAC)";"Araguaína";"TO"
"000307";"FACULDADE DE MEDICINA DE BARBACENA (FAME)";"Barbacena";"MG"
"000506";"FACULDADE DE MEDICINA DE CAMPOS (FMC)";"Campos dos Goytacazes";"RJ"
"000284";"FACULDADE DE MEDICINA DE ITAJUBÁ (FMIT)";"Itajubá";"MG"
"000093";"FACULDADE DE MEDICINA DE JUNDIAÍ (FMJ)";"Jundiaí";"SP"
"000431";"FACULDADE DE MEDICINA DE MARÍLIA (FAMEMA)";"Marília";"SP"
"016879";"Faculdade de Medicina de Olinda (FMO)";"Olinda";"PE"
"000475";"FACULDADE DE MEDICINA DE PETRÓPOLIS (FMP)";"Petrópolis";"RJ"
"000149";"FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO (FAMERP)";"São José do Rio Preto";"SP"
"000224";"FACULDADE DE MEDICINA DO ABC (FMABC)";"Santo André";"SP"
"001547";"FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE (ESTÁCIO FMJ)";"Juazeiro do Norte";"CE"
"001995";"FACULDADE DE MEDICINA NOVA ESPERANÇA (FAMENE)";"João Pessoa";"PB"
"003194";"FACULDADE DE MINAS BH (FAMINAS-BH)";"Belo Horizonte";"MG"
"001371";"FACULDADE DE MIRANDÓPOLIS (FAM)";"Mirandópolis";"SP"
"001118";"FACULDADE DE MIRASSOL";"Mirassol";"SP"
"001886";"FACULDADE DE MONTE ALTO (FMA)";"Monte Alto";"SP"
"000371";"FACULDADE DE MÚSICA CARLOS GOMES (FMCG)";"São Paulo";"SP"
"000530";"FACULDADE DE MÚSICA DO ESPÍRITO SANTO (FAMES)";"Vitória";"ES"
"012611";"FACULDADE DE MÚSICA SOUZA LIMA (FMSL)";"São Paulo";"SP"
"003530";"FACULDADE DE NANUQUE (FANAN)";"Nanuque";"MG"
"001899";"FACULDADE DE NOVA ESPERANÇA";"Nova Esperança";"PR"
"001940";"FACULDADE DE NOVA SERRANA (FANS)";"Nova Serrana";"MG"
"003238";"FACULDADE DE ODONTOLOGIA (ITPAC)";"Araguaína";"TO"
"020328";"FACULDADE DE ODONTOLOGIA DA APCD (FAOA)";"São Paulo";"SP"
"001592";"FACULDADE DE ODONTOLOGIA DE MANAUS (FOM)";"Manaus";"AM"
"019963";"FACULDADE DE ODONTOLOGIA DO NORTE DE MINAS (FACIONORTE)";"Montes Claros";"MG"
"003146";"FACULDADE DE ODONTOLOGIA DO RECIFE (FOR)";"Recife";"PE"
"001619";"FACULDADE DE OLÍMPIA";"Olímpia";"SP"
"001950";"FACULDADE DE ORLÂNDIA (FAO)";"Orlândia";"SP"
"018526";"FACULDADE DE OSASCO (FCO)";"Osasco";"SP"
"002148";"FACULDADE DE PALMAS (FAPAL)";"Palmas";"TO"
"000752";"FACULDADE DE PARÁ DE MINAS (FAPAM)";"Pará de Minas";"MG"
"004661";"Faculdade de Paraíso do Norte (FAPAN)";"Paraíso do Norte";"PR"
"001519";"FACULDADE DE PATO BRANCO (FADEP)";"Pato Branco";"PR"
"004740";"FACULDADE DE PATROCINIO (IESP)";"Patrocínio";"MG"
"001949";"FACULDADE DE PAULÍNIA (FACP)";"Paulínia";"SP"
"001248";"FACULDADE DE PEDAGOGIA (ANAEC)";"Nova Andradina";"MS"
"001358";"FACULDADE DE PEDAGOGIA DE AFONSO CLÁUDIO (ISEAC)";"Afonso Cláudio";"ES"
"002032";"FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA (ITPAC)";"Araguaína";"TO"
"003400";"FACULDADE DE PENÁPOLIS";"Penápolis";"SP"
"001403";"FACULDADE DE PIMENTA BUENO (FAP)";"Pimenta Bueno";"RO"
"001535";"Faculdade de Pinhais (FAPI)";"Pinhais";"PR"
"001404";"FACULDADE DE PIRACANJUBA (FAP)";"Piracanjuba";"GO"
"000256";"FACULDADE DE PIRAJU";"Piraju";"SP"
"000779";"FACULDADE DE PONTA PORÃ (FAP)";"Ponta Porã";"MS"
"013796";"FACULDADE DE PORTO FELIZ";"Porto Feliz";"SP"
"001722";"FACULDADE DE PORTO VELHO (FIP)";"Porto Velho";"RO"
"020591";"Faculdade de Pouso Alegre (FPA)";"Pouso Alegre";"MG"
"001096";"FACULDADE DE PRESIDENTE EPITÁCIO - FAPE (FAPE)";"Presidente Epitácio";"SP"
"001711";"FACULDADE DE PRESIDENTE PRUDENTE (FAPEPE)";"Presidente Prudente";"SP"
"003513";"FACULDADE DE PRESIDENTE VENCESLAU (FAPREV)";"Presidente Venceslau";"SP"
"001413";"FACULDADE DE PRIMAVERA (CESPRI)";"Rosana";"SP"
"003204";"FACULDADE DE QUATRO MARCOS (FQM)";"São José dos Quatro Marcos";"MT"
"017670";"Faculdade de Quixeramobim (UniQ)";"Quixeramobim";"CE"
"001884";"FACULDADE DE RANCHARIA";"Rancharia";"SP"
"000677";"FACULDADE DE REABILITAÇÃO DA ASCE (FRASCE)";"Rio de Janeiro";"RJ"
"001800";"FACULDADE DE REALEZA (CESREAL)";"Realeza";"PR"
"002656";"FACULDADE DE RECIFE";"Recife";"PE"
"001304";"FACULDADE DE RIBEIRÃO PIRES";"Ribeirão Pires";"SP"
"001465";"FACULDADE DE RIBEIRÃO PRETO (AFARP)";"Ribeirão Preto";"SP"
"003307";"FACULDADE DE RIO CLARO (CBTA)";"Rio Claro";"SP"
"002022";"FACULDADE DE ROLIM DE MOURA (FAROL)";"Rolim de Moura";"RO"
"000788";"FACULDADE DE RONDÔNIA (FARO)";"Porto Velho";"RO"
"004090";"FACULDADE DE ROSEIRA (FARO)";"Roseira";"SP"
"001174";"FACULDADE DE SABARÁ (SOECS)";"Sabará";"MG"
"003826";"FACULDADE DE SALVADOR";"Salvador";"BA"
"004029";"FACULDADE DE SANTA BÁRBARA D'OESTE (FAP)";"Santa Bárbara d´Oeste";"SP"
"002174";"FACULDADE DE SANTA CATARINA (FASC)";"São José";"SC"
"013782";"FACULDADE DE SANTA CRUZ DA BAHIA (FSC)";"Itaberaba";"BA"
"001581";"FACULDADE DE SANTA LUZIA (FACSAL)";"Santa Luzia";"MG"
"019861";"Faculdade de Santana de Parnaíba (FASP)";"Santana de Parnaíba";"SP"
"010418";"FACULDADE DE SANTA RITA DO PASSA QUATRO";"Santa Rita do Passa Quatro";"SP"
"000225";"FACULDADE DE SANTO ANDRÉ";"Santo André";"SP"
"001291";"FACULDADE DE SANTO ANTONIO DA PLATINA";"Santo Antônio da Platina";"PR"
"001921";"FACULDADE DE SÃO BENTO (FSB)";"São Paulo";"SP"
"002131";"FACULDADE DE SÃO BERNARDO DO CAMPO (FAPAN)";"São Bernardo do Campo";"SP"
"000231";"FACULDADE DE SÃO BERNARDO DO CAMPO - FASB (FASB I)";"São Bernardo do Campo";"SP"
"001972";"Faculdade de São Caetano do Sul";"São Caetano do Sul";"SP"
"017745";"Faculdade de São Carlos (FASC)";"São Carlos";"SP"
"004983";"FACULDADE DE SÃO JOSÉ DOS CAMPOS (BILAC)";"São José dos Campos";"SP"
"000828";"FACULDADE DE SÃO LOURENÇO (FASAMA)";"São Lourenço";"MG"
"013648";"FACULDADE DE SÃO MARCOS (FACSM)";"São Marcos";"RS"
"000416";"FACULDADE DE SÃO PAULO (FASP)";"São Paulo";"SP"
"003186";"FACULDADE DE SÃO ROQUE (FAEV)";"São Roque";"SP"
"001690";"FACULDADE DE SÃO VICENTE (FSV)";"São Vicente";"SP"
"010613";"FACULDADE DE SAÚDE DE PAULISTA (FASUP)";"Paulista";"PE"
"003117";"FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO (FS)";"Montes Claros";"MG"
"003434";"FACULDADE DE SAÚDE IBITURUNA (FASI)";"Montes Claros";"MG"
"017498";"FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA (FASA)";"Vitória da Conquista";"BA"
"001489";"FACULDADE DE SELVÍRIA (FAS)";"Selvíria";"MS"
"001532";"FACULDADE DE SERTÃOZINHO";"Sertãozinho";"SP"
"018679";"Faculdade de Sidrolândia (FACSIDRO)";"Sidrolândia";"MS"
"003227";"FACULDADE DE SISTEMA DE INFORMAÇÃO (ITPAC)";"Araguaína";"TO"
"002366";"FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS (FSIP)";"Paraíso do Tocantins";"TO"
"002399";"FACULDADE DE SOROCABA";"Sorocaba";"SP"
"001945";"FACULDADE DE SORRISO";"Sorriso";"MT"
"000906";"FACULDADE DE SUMARÉ (FECGS)";"Sumaré";"SP"
"001313";"FACULDADE DE SUZANO (UNISUZ)";"Suzano";"SP"
"002935";"FACULDADE DE TALENTOS HUMANOS (FACTHUS)";"Uberaba";"MG"
"003541";"FACULDADE DE TAPEJARA (FAT)";"Tapejara";"RS"
"002009";"FACULDADE DE TAQUARITINGA (FTGA)";"Taquaritinga";"SP"
"015236";"FACULDADE DE TECNOLOGIA ALCIDES MAYA (AMTEC)";"Porto Alegre";"RS"
"004765";"FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA";"Umuarama";"PR"
"019252";"Faculdade de Tecnologia Alpha Channel (FATAC)";"São Paulo";"SP"
"011428";"FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO (FAC FUNAM)";"Pirapora";"MG"
"001745";"Faculdade de Tecnologia Alvares de Azevedo (FAATESP)";"São Paulo";"SP"
"004357";"FACULDADE DE TECNOLOGIA ÁLVARES DE AZEVEDO (FAATESP)";"São Paulo";"SP"
"004330";"FACULDADE DE TECNOLOGIA AMÉRICA DO SUL";"Maringá";"PR"
"004610";"FACULDADE DE TECNOLOGIA ASSESSORITEC";"Joinville";"SC"
"013657";"FACULDADE DE TECNOLOGIA ATENEU";"São Gonçalo do Amarante";"CE"
"020455";"Faculdade de Tecnologia Avançada";"Anápolis";"GO"
"010323";"FACULDADE DE TECNOLOGIA BANDEIRANTES (BANDTEC)";"São Paulo";"SP"
"013890";"FACULDADE DE TECNOLOGIA BSG-U (FBSG-U)";"Campinas";"SP"
"003782";"FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM (FACI)";"Cachoeiro de Itapemirim";"ES"
"013735";"FACULDADE DE TECNOLOGIA, CAPACITAÇÃO E GESTÃO INTEGRAL (FAINTEC)";"Curitiba";"PR"
"001742";"FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE (CSET DRUMMOND)";"São Paulo";"SP"
"004791";"FACULDADE DE TECNOLOGIA CENTEC - CARIRI (CENTEC)";"Juazeiro do Norte";"CE"
"004992";"FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL (FTC SERTÃO CENTRAL)";"Quixeramobim";"CE"
"004209";"FACULDADE DE TECNOLOGIA CÉSAR LATTES";"Itu";"SP"
"003993";"FACULDADE DE TECNOLOGIA CETEP (CETEP)";"Curitiba";"PR"
"017401";"Faculdade de Tecnologia CNA (FATECNA)";"Brasília";"DF"
"017563";"FACULDADE DE TECNOLOGIA COESP (FCOESP)";"João Pessoa";"PB"
"003805";"FACULDADE DE TECNOLOGIA DA PARAÍBA (FATECPB)";"Cabedelo";"PB"
"011563";"FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL";"Caxias do Sul";"RS"
"012523";"FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA DE BENTO CONÇALVES";"Bento Gonçalves";"RS"
"001965";"FACULDADE DE TECNOLOGIA DE ALAGOAS (FAT/AL)";"Maceió";"AL"
"000035";"FACULDADE DE TECNOLOGIA DE AMERICANA (FATEC-AM)";"Americana";"SP"
"013764";"FACULDADE DE TECNOLOGIA DE AMPÉRE (FAMPERTEC)";"Ampére";"PR"
"015697";"Faculdade de Tecnologia de Araçatuba (FATEC Araçatuba)";"Araçatuba";"SP"
"022939";"Faculdade de Tecnologia de Araraquara (FATEC ARQ)";"Araraquara";"SP"
"023438";"Faculdade de Tecnologia de Araras";"Araras";"SP"
"019863";"Faculdade de Tecnologia de Assis (FATEC Assis)";"Assis";"SP"
"013498";"FACULDADE DE TECNOLOGIA DE BARRETOS (FATEB)";"Barretos";"SP"
"015757";"Faculdade de Tecnologia de Barueri (Fatec Barueri)";"Barueri";"SP"
"015689";"Faculdade de Tecnologia de Bauru (FATEC)";"Bauru";"SP"
"004020";"FACULDADE DE TECNOLOGIA DE BOTUCATU (FATEC BT)";"Botucatu";"SP"
"005633";"FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA";"Bragança Paulista";"SP"
"019739";"Faculdade de Tecnologia de Campinas (FATEC CAMPINAS)";"Campinas";"SP"
"015704";"Faculdade de Tecnologia de Capão Bonito (FATEC-CB)";"Capão Bonito";"SP"
"016395";"Faculdade de Tecnologia de Carapicuiba (FATEC)";"Carapicuíba";"SP"
"004036";"FACULDADE DE TECNOLOGIA DE CATALÃO (FATECA)";"Catalão";"GO"
"019578";"Faculdade de Tecnologia de Cotia (FATEC COTIA)";"Cotia";"SP"
"012268";"FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE (FACO)";"Cruzeiro do Oeste";"PR"
"004093";"FACULDADE DE TECNOLOGIA DE CURITIBA (FATEC-PR)";"Curitiba";"PR"
"018099";"Faculdade de Tecnologia de Diadema Luigi Papaiz (FATEC DIADEMA)";"Diadema";"SP"
"010059";"FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR - FATEC (CENTES)";"Montes Claros";"MG"
"004021";"FACULDADE DE TECNOLOGIA DE GARÇA (FATECGA)";"Garça";"SP"
"004077";"FACULDADE DE TECNOLOGIA DE GRAVATAÍ (FAQI)";"Gravataí";"RS"
"001584";"FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ (FATEC GT)";"Guaratinguetá";"SP"
"015752";"Faculdade de Tecnologia de Guarulhos (FATEC GR)";"Guarulhos";"SP"
"016964";"Faculdade de Tecnologia de Horizonte (FATHOR)";"Horizonte";"CE"
"001583";"FACULDADE DE TECNOLOGIA DE INDAIATUBA (FATEC-ID)";"Indaiatuba";"SP"
"015693";"Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende (Fatec - Itapetininga)";"Itapetininga";"SP"
"019864";"Faculdade de Tecnologia de Itapira (FATEC Itapira)";"Itapira";"SP"
"017977";"Faculdade de Tecnologia de Itaquera (FATEC ITAQUERA)";"São Paulo";"SP"
"022319";"Faculdade de Tecnologia de Itatiba (Fatec Itatiba)";"Itatiba";"SP"
"015753";"FACULDADE DE TECNOLOGIA DE JABOTICABAL (FATEC JB)";"Jaboticabal";"SP"
"017952";"Faculdade de Tecnologia de Jacareí (FATEC Jacareí)";"Jacareí";"SP"
"000778";"FACULDADE DE TECNOLOGIA DE JACAREÍ (ETEP)";"Jacareí";"SP"
"000037";"FACULDADE DE TECNOLOGIA DE JAHU (FATEC-JAHU)";"Jaú";"SP"
"015769";"Faculdade de Tecnologia de Jales (Fatec Jales)";"Jales";"SP"
"003989";"FACULDADE DE TECNOLOGIA DE JOÃO PESSOA (FATEC)";"João Pessoa";"PB"
"004022";"FACULDADE DE TECNOLOGIA DE JUNDIAÍ (FATEC/JD)";"Jundiaí";"SP"
"004023";"FACULDADE DE TECNOLOGIA DE MAUÁ (FATEC MAUÁ)";"Mauá";"SP"
"003794";"FACULDADE DE TECNOLOGIA DE MINAS GERAIS (FATEMG)";"Ipatinga";"MG"
"004024";"FACULDADE DE TECNOLOGIA DE MOCOCA (FATEC)";"Mococa";"SP"
"004693";"FACULDADE DE TECNOLOGIA DE NOVA ANDRADINA";"Nova Andradina";"MS"
"014158";"FACULDADE DE TECNOLOGIA DE NOVO CABRAIS";"Novo Cabrais";"RS"
"001874";"FACULDADE DE TECNOLOGIA DE OURINHOS (FATEC)";"Ourinhos";"SP"
"004355";"FACULDADE DE TECNOLOGIA DE PALMAS (FTP)";"Palmas";"TO"
"015687";"Faculdade de Tecnologia de Pindamonhangaba (FATEC PI)";"Pindamonhangaba";"SP"
"015682";"Faculdade de Tecnologia de Piracicaba (Fatec Piracicaba)";"Piracicaba";"SP"
"004150";"FACULDADE DE TECNOLOGIA DE PIRACICABA (FATEP)";"Piracicaba";"SP"
"017953";"Faculdade de Tecnologia de Pompeia - Shunji Nishimura (FATEC Pompeia)";"Pompéia";"SP"
"001194";"FACULDADE DE TECNOLOGIA DE PONTA PORÃ (FATEP)";"Ponta Porã";"MS"
"004261";"FACULDADE DE TECNOLOGIA DE PORTO ALEGRE (FAQI)";"Porto Alegre";"RS"
"004926";"FACULDADE DE TECNOLOGIA DE PRAIA GRANDE (FATECPG)";"Praia Grande";"SP"
"005627";"FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE (FATEC)";"Presidente Prudente";"SP"
"020478";"Faculdade de Tecnologia de Santana de Parnaíba (FATEC-SPB)";"Santana de Parnaíba";"SP"
"005099";"FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO (FATEC-SB)";"São Bernardo do Campo";"SP"
"019500";"Faculdade de Tecnologia de São Carlos (FATEC São Carlo)";"São Carlos";"SP"
"004025";"FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO (FATECRP)";"São José do Rio Preto";"SP"
"005669";"FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS (ETEP)";"São José dos Campos";"SP"
"000034";"FACULDADE DE TECNOLOGIA DE SÃO PAULO (FATEC-SP)";"São Paulo";"SP"
"018817";"Faculdade de Tecnologia de São Roque (FATEC-SR)";"São Roque";"SP"
"015793";"Faculdade de Tecnologia de São Sebastião (Fatec SS)";"São Sebastião";"SP"
"001713";"FACULDADE DE TECNOLOGIA DE SÃO VICENTE (FATEF)";"São Vicente";"SP"
"000033";"FACULDADE DE TECNOLOGIA DE SOROCABA (FATEC SO)";"Sorocaba";"SP"
"000967";"FACULDADE DE TECNOLOGIA DE TAQUARITINGA (FATEC/TQ)";"Taquaritinga";"SP"
"018049";"Faculdade de Tecnologia de Taubaté (FATEC TAUBATÉ)";"Taubaté";"SP"
"004873";"FACULDADE DE TECNOLOGIA DE TAUBATÉ (ETEP)";"Taubaté";"SP"
"003337";"FACULDADE DE TECNOLOGIA DE TERESINA (FACULDADE CET)";"Teresina";"PI"
"010058";"FACULDADE DE TECNOLOGIA DE VALENÇA";"Valença";"BA"
"003977";"FACULDADE DE TECNOLOGIA DO AMAPÁ (META)";"Macapá";"AP"
"003173";"FACULDADE DE TECNOLOGIA DO COMÉRCIO (FATEC-COMERCIO)";"Belo Horizonte";"MG"
"014181";"FACULDADE DE TECNOLOGIA DO COOPERATIVISMO";"Porto Alegre";"RS"
"011807";"FACULDADE DE TECNOLOGIA DO ISTITUTO EUROPEO DI DESIGN (IED SP)";"São Paulo";"SP"
"002783";"FACULDADE DE TECNOLOGIA DO NORDESTE (FATENE)";"Fortaleza";"CE"
"001441";"FACULDADE DE TECNOLOGIA DO PIAUÍ (FATEPI)";"Teresina";"PI"
"012136";"FACULDADE DE TECNOLOGIA DO RIO DE JANEIRO (FATERJ)";"Rio de Janeiro";"RJ"
"017516";"Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira";"São Paulo";"SP"
"017942";"Faculdade de Tecnologia do Tatuapé (FATEC-TT)";"São Paulo";"SP"
"010923";"FACULDADE DE TECNOLOGIA DO TRANSPORTE";"Brasília";"DF"
"004496";"FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ (FATEC-IVAI)";"Ivaiporã";"PR"
"020110";"Faculdade de Tecnologia e Administração Edufor (EDUFOR)";"São Luís";"MA"
"002402";"Faculdade de Tecnologia e Ciências (FTC CENTRO)";"Salvador";"BA"
"018711";"Faculdade de Tecnologia e Ciências (FTC São Paulo )";"São Paulo";"SP"
"020606";"Faculdade de Tecnologia e Ciências (FTC Juazeiro)";"Juazeiro";"BA"
"001461";"FACULDADE DE TECNOLOGIA E CIÊNCIAS (FTC SALVADOR)";"Salvador";"BA"
"001771";"FACULDADE DE TECNOLOGIA E CIÊNCIAS (FTC RECIFE)";"Recife";"PE"
"012922";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA (FATEC/BA)";"Alagoinhas";"BA"
"001053";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA (FTC)";"Feira de Santana";"BA"
"001642";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA (FTC)";"Itabuna";"BA"
"001645";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ (FTC)";"Jequié";"BA"
"001803";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO (FATEC)";"Recife";"PE"
"001364";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA (FTC)";"Vitória da Conquista";"BA"
"004095";"FACULDADE DE TECNOLOGIA E CIÊNCIAS DO DISTRITO FEDERAL (FATECDF)";"Brasília";"DF"
"004751";"FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ (FATECIE)";"Paranavaí";"PR"
"020607";"Faculdade de Tecnologia e Ciências - FTC Petrolina (FTC Petrolina)";"Petrolina";"PE"
"011902";"FACULDADE DE TECNOLOGIA E DESENVOLVIMENTO DE COMPETÊNCIAS (FDC)";"Belém";"PA"
